Anantnag,Anantnag
Baramulla,Baramulla
Baramula,Baramulla
Badgam ,Budgam 
Budgam,Budgam 
Bandipore,Bandipora
Bandipora ,Bandipora
Doda,Doda
Ganderbal,Ganderbal
Jammu ,Jammu
Kargil,Kargil
Kathua,Kathua
Kishtwar ,Kishtwar
Kulgam ,Kulgam
Kupwara,Kupwara
Leh,Leh
Pulwama ,Pulwama
Punch,Poonch
Poonch,Poonch
Rajouri ,Rajouri
Ramban,Ramban
Reasi ,Reasi
Samba,Samba
Shupiyan,Shopian
Shopian,Shopian
Srinagar,Srinagar
Udhampur,Udhampur
